/Users/tyrellmartens/github/Thesis/Digit_Identification/analysis/dataset/nxn/images/0.png,"[7, 7, 2, 7, 4, 9, 0, 3, 4, 1, 9, 9, 6, 7, 4, 2, 9, 6, 6, 0, 8]"
/Users/tyrellmartens/github/Thesis/Digit_Identification/analysis/dataset/nxn/images/1.png,"[1, 5, 5, 2, 4, 1, 7, 4, 7, 6, 7, 8, 8, 0, 8, 3, 6, 9, 1, 3, 2]"
/Users/tyrellmartens/github/Thesis/Digit_Identification/analysis/dataset/nxn/images/2.png,"[1, 8, 2, 5, 5, 3, 9, 9, 4, 7, 8, 6, 0, 9, 9, 5, 4, 0, 9, 7, 3, 4, 7, 6]"
/Users/tyrellmartens/github/Thesis/Digit_Identification/analysis/dataset/nxn/images/3.png,"[5, 1, 8, 7, 8, 7, 2, 6, 9, 0, 8, 7, 7, 6, 4, 9, 3, 5, 7, 6, 1, 9, 4, 9, 9]"
/Users/tyrellmartens/github/Thesis/Digit_Identification/analysis/dataset/nxn/images/4.png,"[1, 2, 1, 9, 9, 3, 7, 8, 6, 8, 1, 1, 1, 0, 2, 5, 8, 0, 0, 7, 0, 5, 1]"
/Users/tyrellmartens/github/Thesis/Digit_Identification/analysis/dataset/nxn/images/5.png,"[6, 8, 1, 3, 1, 3, 8, 5, 2, 7, 4, 5, 8, 2, 6, 8, 8, 3, 4]"
/Users/tyrellmartens/github/Thesis/Digit_Identification/analysis/dataset/nxn/images/6.png,"[8, 5, 5, 1, 1, 6, 5, 7, 6, 3, 7, 5, 3, 1, 3, 6, 3]"
/Users/tyrellmartens/github/Thesis/Digit_Identification/analysis/dataset/nxn/images/7.png,"[6, 7, 7, 6, 3, 9, 9, 4, 2, 3, 2, 0, 9, 6, 0, 5, 1, 3, 6, 9, 1, 3, 8]"
/Users/tyrellmartens/github/Thesis/Digit_Identification/analysis/dataset/nxn/images/8.png,"[5, 6, 0, 6, 8, 7, 7, 6, 5, 4, 9, 3, 5, 5, 2, 4, 4, 3, 3, 2, 4, 7, 1, 7, 9, 1]"
/Users/tyrellmartens/github/Thesis/Digit_Identification/analysis/dataset/nxn/images/9.png,"[0, 1, 3, 1, 7, 0, 8, 2, 1, 4, 7, 6, 5, 4, 1, 2, 9, 9]"
