/Users/tyrellmartens/github/Thesis/Digit_Identification/analysis/dataset/20x20/images/0.png,"[6, 4, 5, 5, 5, 1, 9]"
/Users/tyrellmartens/github/Thesis/Digit_Identification/analysis/dataset/20x20/images/1.png,"[9, 9, 0, 3, 5, 1, 7, 0, 0, 4, 3, 5, 2]"
/Users/tyrellmartens/github/Thesis/Digit_Identification/analysis/dataset/20x20/images/2.png,"[2, 1, 5, 2, 8, 9, 1, 1, 0, 0, 3, 4, 7, 6]"
/Users/tyrellmartens/github/Thesis/Digit_Identification/analysis/dataset/20x20/images/3.png,"[6, 2, 1, 5, 7, 8, 7, 0, 4, 1, 7, 3, 0, 4, 7]"
/Users/tyrellmartens/github/Thesis/Digit_Identification/analysis/dataset/20x20/images/4.png,"[9, 5, 0, 5, 1, 0, 3, 7, 5, 8, 7, 3, 5, 2, 0, 5]"
/Users/tyrellmartens/github/Thesis/Digit_Identification/analysis/dataset/20x20/images/5.png,"[2, 4, 4, 3, 2, 4, 5, 0, 5, 0, 8, 3, 7, 6, 0, 4]"
/Users/tyrellmartens/github/Thesis/Digit_Identification/analysis/dataset/20x20/images/6.png,"[6, 8, 7, 2, 7, 9, 2, 0, 0, 2, 3]"
/Users/tyrellmartens/github/Thesis/Digit_Identification/analysis/dataset/20x20/images/7.png,"[9, 4, 6, 9, 3, 0, 6, 6, 9, 1, 1, 7, 9, 6, 4, 8, 2]"
/Users/tyrellmartens/github/Thesis/Digit_Identification/analysis/dataset/20x20/images/8.png,"[2, 1, 6, 0, 2, 3, 2, 7, 8, 7, 3, 2, 3]"
/Users/tyrellmartens/github/Thesis/Digit_Identification/analysis/dataset/20x20/images/9.png,"[0, 1, 9, 1, 5, 6, 4, 8, 5, 8, 8, 3, 0, 0]"
